[2025-06-03 00:36:33] info: 	z2m: Logging to console, file (filename: log.log)
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Fita Led garage', payload '{"brightness":162,"color":{"x":0.144,"y":0.07},"color_mode":"xy","color_power_on_behavior":null,"color_temp":500,"do_not_disturb":false,"effect":null,"linkquality":255,"state":"OFF"}'
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Botijão', payload '{"linkquality":252,"state":"OFF"}'
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sensor Presença', payload '{"battery":74,"battery_low":false,"contact":false,"linkquality":255,"voltage":2600}'
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Porta Escritorio', payload '{"battery":87,"battery_low":false,"contact":true,"linkquality":112,"tamper":false,"voltage":2500}'
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":123}'
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Led Sala', payload '{"brightness":8,"color":{"x":0.229,"y":0.667},"color_mode":"xy","color_power_on_behavior":null,"color_temp":140,"do_not_disturb":false,"effect":null,"linkquality":248,"state":"OFF"}'
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Led Quarto ', payload '{"brightness":231,"color":{"x":0.7006,"y":0.2993},"color_mode":"xy","color_power_on_behavior":null,"color_temp":160,"do_not_disturb":null,"effect":null,"linkquality":255,"state":"OFF"}'
[2025-06-03 00:36:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Motor Casa', payload '{"linkquality":248,"power_on_behavior_left":null,"power_on_behavior_right":null,"state_left":"OFF","state_right":"OFF"}'
[2025-06-03 00:36:39] info: 	z2m: Zigbee2MQTT started!
[2025-06-03 00:36:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":188,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:36:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":176,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:36:45] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x8c65a3fffe54d3c8/connection_state/config', payload '{"device":{"hw_version":"EZSP v8 6.10.3.0 build 297","identifiers":["zigbee2mqtt_bridge_0x8c65a3fffe54d3c8"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x8c65a3fffe54d3c8_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":192,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":184,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.8,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":176,"power":2.7,"state":"ON","voltage":123}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:37:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:37:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Motor Piscina', payload '{"current":0,"energy":0.09,"indicator_mode":"off/on","linkquality":255,"power":0,"power_outage_memory":"off","state":"OFF","voltage":116}'
[2025-06-03 00:37:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Fita Led garage', payload '{"brightness":162,"color":{"x":0.144,"y":0.07},"color_mode":"xy","color_power_on_behavior":null,"color_temp":500,"do_not_disturb":false,"effect":null,"linkquality":255,"state":"OFF"}'
[2025-06-03 00:37:29] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Botijão', payload '{"linkquality":252,"state":"OFF"}'
[2025-06-03 00:37:36] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sensor Presença', payload '{"battery":74,"battery_low":false,"contact":false,"linkquality":255,"voltage":2600}'
[2025-06-03 00:37:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Porta Escritorio', payload '{"battery":87,"battery_low":false,"contact":true,"linkquality":112,"tamper":false,"voltage":2500}'
[2025-06-03 00:37:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:38:04] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Led Sala', payload '{"brightness":8,"color":{"x":0.229,"y":0.667},"color_mode":"xy","color_power_on_behavior":null,"color_temp":140,"do_not_disturb":false,"effect":null,"linkquality":248,"state":"OFF"}'
[2025-06-03 00:38:05] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Led Quarto ', payload '{"brightness":231,"color":{"x":0.7006,"y":0.2993},"color_mode":"xy","color_power_on_behavior":null,"color_temp":160,"do_not_disturb":null,"effect":null,"linkquality":255,"state":"OFF"}'
[2025-06-03 00:38:07] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Motor Casa', payload '{"linkquality":248,"power_on_behavior_left":null,"power_on_behavior_right":null,"state_left":"OFF","state_right":"OFF"}'
[2025-06-03 00:38:10] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:38:10] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:38:10] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Motor Casa', payload '{"linkquality":240,"power_on_behavior_left":null,"power_on_behavior_right":null,"state_left":"OFF","state_right":"OFF"}'
[2025-06-03 00:38:10] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Motor Casa', payload '{"linkquality":240,"power_on_behavior_left":null,"power_on_behavior_right":null,"state_left":"OFF","state_right":"OFF"}'
[2025-06-03 00:38:12] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":6} after 4000ms
[2025-06-03 00:38:12] error: 	zh:ezsp:uart: -!- break waiting (6)
[2025-06-03 00:38:12] error: 	zh:ezsp:uart: Can't send DATA frame (5,1,0): 3500010500
[2025-06-03 00:38:18] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":6} after 4000ms
[2025-06-03 00:38:18] error: 	zh:ezsp:uart: -!- break rewaiting (6)
[2025-06-03 00:38:18] error: 	zh:ezsp:uart: Can't resend DATA frame (5,1,1): 3500010500
[2025-06-03 00:38:18] error: 	zh:ezsp:ezsp: Watchdog heartbeat timeout Error: Failure send nop:{"type":"Buffer","data":[53,0,1,5,0]}
[2025-06-03 00:38:43] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:38:52] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:38:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:38:56] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":180,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:39:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Medidor de Energia', payload '{"current":0.04,"energy":0.37,"linkquality":204,"power":2.7,"state":"ON","voltage":122.4}'
[2025-06-03 00:39:14] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":4} after 4000ms
[2025-06-03 00:39:17] error: 	zh:ezsp:uart: -!- break waiting (4)
[2025-06-03 00:39:19] error: 	zh:ezsp:uart: Can't send DATA frame (3,1,0): 2b00010500
[2025-06-03 00:39:24] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:25] error: 	zh:ezsp:uart: Failed to reset on Error Frame: Error: Reset error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:29] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":4} after 4000ms
[2025-06-03 00:39:30] error: 	zh:ezsp:uart: -!- break rewaiting (4)
[2025-06-03 00:39:30] error: 	zh:ezsp:uart: Can't resend DATA frame (3,1,1): 2b00010500
[2025-06-03 00:39:30] error: 	zh:ezsp:ezsp: Watchdog heartbeat timeout Error: Failure send nop:{"type":"Buffer","data":[43,0,1,5,0]}
[2025-06-03 00:39:34] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:35] error: 	zh:ezsp:uart: Failed to reset on Error Frame: Error: Reset error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:35] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:36] error: 	zh:ezsp:uart: Failed to reset on Error Frame: Error: Reset error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:36] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:36] error: 	zh:ezsp:uart: Failed to reset on Error Frame: Error: Reset error: Error: {"sequence":-1} after 10000ms
[2025-06-03 00:39:37] error: 	z2m: Adapter disconnected, stopping
[2025-06-03 00:39:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"offline"}'
[2025-06-03 00:39:41] info: 	z2m: Disconnecting from MQTT server
[2025-06-03 00:39:50] error: 	zh:ezsp:ezsp: Connection attempt 1 error: Error: Error Resource temporarily unavailable Cannot lock port
[2025-06-03 00:39:51] error: 	zh:ezsp:ezsp: Connection attempt 1 error: Error: Error Resource temporarily unavailable Cannot lock port
[2025-06-03 00:39:53] info: 	z2m: Stopping zigbee-herdsman...
[2025-06-03 00:39:55] info: 	z2m: Stopped zigbee-herdsman
[2025-06-03 00:39:55] info: 	z2m: Stopped Zigbee2MQTT
